basque,spanish,context
indargabetze,abrogación,Juridical Sciences & Law > Roman law
indargabetze, casación,Juridical Sciences & Law > Roman law
indargabetze,derogación,Juridical Sciences & Law > Law Philosophy
indargabetze-koefiziente,coeficiente de amortiguamiento,Physics > Electro-magnetism
indargabetze-koefiziente,coeficiente de atenuación,Medical Sciences > Medical diagnostic and Treatment Technology
indargetzaile,amortiguador,Physics > Aplied Physics
indargetzaile,amortiguador,Life sciences > Human physiology
indargetzaile,tampón,Medical Sciences > Pharmaceutical Technology
indargetzaile,tampón,Chemistry > Analytical chemistry
indargetzaile,buffer,Life sciences > Biochemistry and Molecular Biology
indargetzaile, tampón,Life sciences > Biochemistry and Molecular Biology
indargetzaile,tampón,Chemistry > Organic chemistry
indargetzaile,amortiguador,Technological Sciences > Environmental technology and engineering
indargetzaile, debilitante,Technological Sciences > Environmental technology and engineering
indargetze kritiko,amortiguamiento crítico,Physics > Thermodynamics
indargetze kritiko,amortiguación crítica,Physics > Aplied Physics
indargetze-koefiziente,coeficiente de amortiguación,Physics > General Physics specialities
indargetze-koefiziente,coeficiente de amortiguamiento,Physics > Electro-magnetism
indarraldi,vigencia,Juridical Sciences & Law > Finance law
indarraldi,periodo de vigencia,Juridical Sciences & Law > Labour and Social Security law
indarraldi,vigencia,Juridical Sciences & Law > Administrative law
indarren erresultante,resultante de fuerzas,Technological Sciences > Construction technology
indarren erresultante,fuerza resultante,Technological Sciences > Environmental technology and engineering
indartzaile,reforzante,Technological Sciences > Environmental technology and engineering
indartzaile,intensificador,Medical Sciences > Medical diagnostic and Treatment Technology
inertzia-indar,fuerza inercial,Physics > Mechanics
inertzia-indar,fuerza de inercia,Physics > Aplied Physics
ingurumen,medio ambiente,Chemistry > Physical chemistry
ingurumen,ambiente,Technological Sciences > Environmental technology and engineering
ingurumen, medio ambiente,Technological Sciences > Environmental technology and engineering
ingurumen,ambiente,Life sciences > Animal Biology
ingurumen,medioambiente,Chemistry > Analytical chemistry
ingurumen,ambiente,Life sciences > Microbiology
ingurumen, medio ambiente,Life sciences > Microbiology
ingurumen,medio ambiente,Life sciences > Cell biology
ingurumen,medio ambiente,Technological Sciences > Projects
ingurune,entorno,Mathematics > Analysis and functional analysis
ingurune, vecindad,Mathematics > Analysis and functional analysis
ingurune,entorno,Technological Sciences > Environmental technology and engineering
ingurune, medio,Technological Sciences > Environmental technology and engineering
ingurune,entorno,Mathematics > Topology
ingurune,medio,Life sciences > Cell biology
ingurune,medio,Physics > Aplied Physics
ingurune,entorno,Physics > Thermodynamics
ingurune, medio,Physics > Thermodynamics
ingurune,medio,Medical Sciences > Pharmaceutical Technology
ingurune,medio,Physics > Electro-magnetism
ingurune,entorno,Technological Sciences > Computer technology
inkubazio-aldi,periodo de incubación,Life sciences > Microbiology
inkubazio-aldi,tiempo de incubación,Medical Sciences > Microbiology
inportazio,importación,Economic Sciences > Organization and management of enterprises
inportazio,importación,Economic Sciences > General economics
inportazio,importaciones,Economic Sciences > Economic theory
inportazio,importación,Juridical Sciences & Law > Finance law
interes-tasa nominal,tanto de interés nominal,Economic Sciences > Economic accounting
interes-tasa nominal, tasa de interés nominal,Economic Sciences > Economic accounting
interes-tasa nominal, TIN,Economic Sciences > Economic accounting
interes-tasa nominal,tipo de interés nominal,Economic Sciences > Organization and management of enterprises
interferentzia-irudi,imagen de interferencia,Physics > Optics
interferentzia-irudi,figura de interferencia,Earth and Space Sciences > Geology
ioduro,ioduro,Medical Sciences > Medical diagnostic and Treatment Technology
ioduro,yoduro,Life sciences > Human physiology
ioi,ión,Life sciences > Cell biology
ioi,ión,Chemistry > Physical chemistry
ioi,ión,Technological Sciences > Environmental technology and engineering
ioi,Ion,Medical Sciences > Pharmaceutical Technology
ioi,ión,Physics > General Physics specialities
ioi,ión,Technological Sciences > Electronic technology
ioi,ion,Chemistry > Analytical chemistry
ioi,ion,Chemistry > Organic chemistry
ioi,ión,Life sciences > Biochemistry and Molecular Biology
ioi,ión,Physics > Electro-magnetism
ipar,norte,Physics > Aplied Physics
ipar,viento norte,Earth and Space Sciences > Metereology and Oceanography
irabazi,ganancia,Technological Sciences > Telecommunications technology
irabazi,ganar,Economic Sciences > Economic accounting
irabazi, ganancia,Economic Sciences > Economic accounting
irabazi,ganancia,Juridical Sciences & Law > Finance law
irabazi,beneficio,Economic Sciences > General economics
irabazi, ganancia,Economic Sciences > General economics
irabazi,ganancia,Physics > Electro-magnetism
irabazi,beneficio,Economic Sciences > Economic theory
irabazi,beneficio,Economic Sciences > Organization and management of enterprises
irabazi-marjina,margen de ganancia,Economic Sciences > General economics
irabazi-marjina,margen de beneficio,Economic Sciences > Organization and management of enterprises
iragarpen,predicción,Technological Sciences > Environmental technology and engineering
iragarpen, pronóstico,Technological Sciences > Environmental technology and engineering
iragarpen,predicción,Economic Sciences > Organization and management of enterprises
iragarpen, pronóstico,Economic Sciences > Organization and management of enterprises
iragarpen,anuncio,Juridical Sciences & Law > Finance law
iragarpen,pronóstico,Technological Sciences > Projects
iragazketa,filtrado,Technological Sciences > Telecommunications technology
iragazketa,filtración,Life sciences > Microbiology
iragazketa,filtración,Life sciences > Human physiology
iragazketa,filtración,Technological Sciences > Environmental technology and engineering
iragazketa,filtración,Medical Sciences > Pharmaceutical Technology
iragazketa,filtración,Medical Sciences > Medical diagnostic and Treatment Technology
iragazketa,filtración,Chemistry > Analytical chemistry
irakite-puntu,punto de ebullición,Chemistry > Physical chemistry
irakite-puntu, temperatura de ebullición,Chemistry > Physical chemistry
irakite-puntu,punto de ebullición,Technological Sciences > Food technology
irakite-puntu,punto de ebullición,Technological Sciences > Environmental technology and engineering
irakite-puntu, temperatura de ebullición,Technological Sciences > Environmental technology and engineering
irakite-puntu,punto ebulloscópico,Life sciences > Biochemistry and Molecular Biology
irakite-puntu,punto de ebullición,Chemistry > Organic chemistry
irakite-puntu,punto de ebullición,Technological Sciences > Chemical technology and engineering
irakite-puntu, temperatura de ebullición,Technological Sciences > Chemical technology and engineering
iraulketa,volteo,Technological Sciences > Environmental technology and engineering
iraulketa,transposición,Mathematics > Analysis and functional analysis
iraungi,extinguir,Economic Sciences > Economic accounting
iraungi,extinguir,Juridical Sciences & Law > Administrative law
iraungi,caducar,Juridical Sciences & Law > Procedural law
iraungipen,caducidad,Juridical Sciences & Law > Procedural law
iraungipen,extinción,Juridical Sciences & Law > Administrative law
iraungipen,finalización,Juridical Sciences & Law > Labour and Social Security law
iraungipen,extinción,Juridical Sciences & Law > Finance law
iraungitze-data,fecha de extinción,Juridical Sciences & Law > Labour and Social Security law
iraungitze-data,fecha de caducidad,Technological Sciences > Food technology
iraungitze-data,fecha de caducidad,Medical Sciences > Nutritional sciences
iraungitze-data,fecha de caducidad,Medical Sciences > Pharmaceutical Technology
irla-arku,arco insular,Technological Sciences > Environmental technology and engineering
irla-arku,arco de islas,Earth and Space Sciences > Geology
iruzur,engaño,Juridical Sciences & Law > Labour and Social Security law
iruzur,fraude,Juridical Sciences & Law > Roman law
iruzur,fraude,Juridical Sciences & Law > Finance law
iruzur,fraude,Medical Sciences > Nutritional sciences
iruzur,fraude,Juridical Sciences & Law > Civil law
iruzur,defraudación,Juridical Sciences & Law > Criminal law
iruzur,fraude,Juridical Sciences & Law > Constitutional law
islapen,reconocimiento,Economic Sciences > Economic accounting
islapen, reflejo,Economic Sciences > Economic accounting
islapen,reflexión,Physics > General Physics specialities
islapen,reflexión,Physics > Optics
islapen,reflexión,Physics > Electro-magnetism
islapen,reflexión,Physics > Aplied Physics
islapen,reflexión,Technological Sciences > Telecommunications technology
isoniazida,isoniazida,Medical Sciences > Pharmacology
isoniazida,isoniacida,Medical Sciences > Microbiology
isurpen,emisión,Technological Sciences > Environmental technology and engineering
isurpen, vertido,Technological Sciences > Environmental technology and engineering
isurpen,fluencia,Technological Sciences > Construction technology
isurpen,derrame,Medical Sciences > Medical diagnostic and Treatment Technology
itsas milia,milla,Earth and Space Sciences > Metereology and Oceanography
itsas milia, milla marina,Earth and Space Sciences > Metereology and Oceanography
itsas milia,milla náutica,Physics > General Physics specialities
itsas ur,agua marina,Technological Sciences > Environmental technology and engineering
itsas ur,agua del mar,Earth and Space Sciences > Metereology and Oceanography
itsas ur,agua marina,Life sciences > Animal Biology
itsasikara,maremoto,Earth and Space Sciences > Metereology and Oceanography
itsasikara,tsunami,Technological Sciences > Environmental technology and engineering
itsasoko ur,agua marina,Technological Sciences > Environmental technology and engineering
itsasoko ur,agua de mar,Chemistry > Analytical chemistry
itsasoko ur,agua del mar,Earth and Space Sciences > Metereology and Oceanography
itun,acuerdo,Technological Sciences > Projects
itun,acuerdo,Juridical Sciences & Law > International law
itun, pacto,Juridical Sciences & Law > International law
itun,tratado,Juridical Sciences & Law > Constitutional law
itxitura,cerramiento,Technological Sciences > Construction technology
itxitura,adherencia,Mathematics > Topology
itxitura, clausura,Mathematics > Topology
itxitura,cerramiento,Technological Sciences > Environmental technology and engineering
itxitura, dispositivo de cierre,Technological Sciences > Environmental technology and engineering
