english,basque,context
pollutant dispersion,kutsatzaileen dispertsio; kutsatzaileen dispertsioa; kutsatzaileen sakabanaketa; kutsatzaileen sakabanatzea; poluitzaileen dispertsio; poluitzaileen sakabanaketa,Technological Sciences > Environmental technology and engineering
population,biztanleria; populazioa,Technological Sciences > Environmental technology and engineering
population,populazio,Mathematics > Statistics
population,populazio,Medical Sciences > Pharmacology
population,komunitate; populazio orokor,Medical Sciences > Microbiology
population,biztanleria,Economic Sciences > General economics
population,populazio,Economic Sciences > Econometrics
position vector,bektore polar; erradio bektore; posizio-bektore,Physics > Mechanics
position vector,posizio-bektore,Technological Sciences > Construction technology
position vector,posizio bektore,Physics > Aplied Physics
position vector,erradio bektore,Mathematics > Analysis and functional analysis
position vector,posizio-bektore,Physics > Electro-magnetism
potential,potentzial,Physics > Electro-magnetism
potential,potentzial,Physics > Thermodynamics
potential,potentzial; potentzial elektriko,Technological Sciences > Electronic technology
potential,potentzial,Physics > Aplied Physics
potential,potentzial-diferentzia; tentsio,Life sciences > Animal Biology
potential,potentzial,Chemistry > Analytical chemistry
potential,potentzial,Physics > General Physics specialities
potential,potentzial,Physics > Theoretical physics
power,potentzia,Technological Sciences > Environmental technology and engineering
power,berretura,Mathematics > Analysis and functional analysis
power,ahalmen,Mathematics > Statistics
power,berretura; potentzia,Physics > General Physics specialities
power,potentzia,Physics > Electro-magnetism
power,berretura,Mathematics > Algebra
power,potentzia,Economic Sciences > Econometrics
power,potentzia; elikadura,Technological Sciences > Electronic technology
power,potentzia,Physics > Aplied Physics
power,potentzia,Technological Sciences > Electrical technology and engineering
power,botere,Medical Sciences > Nutritional sciences
power,potentzia,Physics > Mechanics
power,potentzia,Technological Sciences > Telecommunications technology
power balance,potentzia-balantze,Physics > Electro-magnetism
power balance,potentzien balantze,Technological Sciences > Electronic technology
power source,elikadura-iturri,Physics > Electro-magnetism
power source,elikadura; elikadura-iturri; elikatze-iturri,Technological Sciences > Electronic technology
power source,energia-iturri,Physics > Aplied Physics
power source,elikatze-iturri,Technological Sciences > Electrical technology and engineering
power supply,hornidura elektriko; elikadura; elikatze; elikatze elektriko,Technological Sciences > Electrical technology and engineering
power supply,elikadura elektriko,Technological Sciences > Computer technology
power supply,elikadura-iturri,Physics > Thermodynamics
power supply,elikadura; elikadura-iturri; elikatze-iturri,Technological Sciences > Electronic technology
precipitation reaction,hauspeaketa-erreakzio,Chemistry > Analytical chemistry
precipitation reaction,hauspeatze-erreakzio,Technological Sciences > Environmental technology and engineering
precision,doitasun,Physics > General Physics specialities
precision,doitasun,Technological Sciences > Construction technology
precision,doitasun,Technological Sciences > Mechanical engineering and technology
precision,doitasun; zehaztasun,Technological Sciences > Projects
precision,zehaztasun,Technological Sciences > Telecommunications technology
precision,doitasun,Life sciences > Biochemistry and Molecular Biology
precursor,aitzindari; prekursore,Technological Sciences > Environmental technology and engineering
precursor,prekurtsore,Chemistry > Organic chemistry
prediction,aurresan,Economic Sciences > Econometrics
prediction,iragarpen,Technological Sciences > Environmental technology and engineering
preimage,aurreirudi,Mathematics > Analysis and functional analysis
preimage,alderantzizko irudi,Mathematics > Algebra
preparation,prestakin; prestakuntza,Medical Sciences > Pharmaceutical Technology
preparation,gertakin; gertakin histologiko; gertakuntza; gertakuntza zitohistologiko; prestakuntza; prestakuntza prozesu,Life sciences > Cell biology
preparation,prestakin,Life sciences > Biochemistry and Molecular Biology
preventive measure,ekintza prebentibo; neurri prebentibo,Technological Sciences > Environmental technology and engineering
preventive measure,prebentzio neurri,Medical Sciences > Microbiology
preventive measure,prebentzio-neurri,Medical Sciences > Nutritional sciences
primer,hasle; oligonukleotido abiarazle,Life sciences > Biochemistry and Molecular Biology
primer,abiarazle; hasiarazle; primer,Medical Sciences > Microbiology
probability density function,probabilitatearen dentsitate-funtzio,Technological Sciences > Telecommunications technology
probability density function,pdf; probabilitate dentsitate-funtzio,Economic Sciences > Econometrics
probability distribution,probabilitate-banaketa,Mathematics > Statistics
probability distribution,probabilitate-distribuzio,Physics > Theoretical physics
problem,problema,Physics > General Physics specialities
problem,problema,Mathematics > Analysis and functional analysis
problem,arazo,Medical Sciences > Pharmacology
process,prozesu; izapidetu,Technological Sciences > Projects
process,prozesu,Economic Sciences > Organization and management of enterprises
process,prozesatu; prozesu,Technological Sciences > Environmental technology and engineering
process,prozesu,Chemistry > Analytical chemistry
process,prozesu,Physics > Electro-magnetism
process,prozesatu; tratatu; prozesu,Technological Sciences > Computer technology
process,prozesatu,Technological Sciences > Telecommunications technology
process,prozesu,Physics > Aplied Physics
process,prozesu,Medical Sciences > Pharmaceutical Technology
process,prozesu,Technological Sciences > Instrumentation technology
processing,prozesamendu; tratamendu,Technological Sciences > Computer technology
processing,prozesamendu,Technological Sciences > Environmental technology and engineering
processing,prozesaketa; prozesatze,Technological Sciences > Telecommunications technology
processing time,prozesatze-denbora,Life sciences > Animal Biology
processing time,prozesu-denbora,Technological Sciences > Environmental technology and engineering
product,produktu,Technological Sciences > Environmental technology and engineering
product,biderkadura,Mathematics > Analysis and functional analysis
product,produktu,Chemistry > Analytical chemistry
product,produktu,Chemistry > Physical chemistry
product,biderketa; biderkadura,Mathematics > Algebra
product,ekoizkin,Life sciences > Cell biology
product,biderkadura,Physics > Electro-magnetism
product,ekoizkin; produktu,Technological Sciences > Projects
product,ekoizkin,Economic Sciences > Economic theory
product,ekoizkin; produktu,Economic Sciences > General economics
product,produktu,Economic Sciences > Organization and management of enterprises
product,produktu,Medical Sciences > Pharmaceutical Technology
production capacity,ekoizpen-ahalmen,Economic Sciences > Organization and management of enterprises
production capacity,ekoizpen-gaitasun,Technological Sciences > Food technology
production capacity,ekoizpen-ahalmen,Mathematics > Operations research
production capacity,ekoizpen-ahalmen,Economic Sciences > General economics
production system,produkzio-sistema,Technological Sciences > Environmental technology and engineering
production system,ekoizpen-sistema,Economic Sciences > Organization and management of enterprises
profit,irabazi; mozkin,Economic Sciences > Economic theory
profit,irabazi; mozkin,Economic Sciences > General economics
profit,mozkin,Technological Sciences > Projects
profit,mozkin,Mathematics > Analysis and functional analysis
profit,aprobetxamendu,Technological Sciences > Environmental technology and engineering
profit,irabazi; mozkin,Economic Sciences > Organization and management of enterprises
profit and loss,emaitza-kontu; galdu-irabazien kontu,Economic Sciences > General economics
profit and loss,galdu-irabaziak,Economic Sciences > Organization and management of enterprises
progression,progresio; segida,Physics > Electro-magnetism
progression,aurreratze,Medical Sciences > Pharmacology
progression,segida; sekuentzia,Mathematics > Analysis and functional analysis
project,proiektu,Technological Sciences > Environmental technology and engineering
project,proiektu,Technological Sciences > Projects
project,proiektatu,Technological Sciences > Industrial technology
propagation,hedapen; hedatze,Physics > Aplied Physics
propagation,hedapen; propagazio,Technological Sciences > Telecommunications technology
propagation,hedapen,Physics > General Physics specialities
propagation,hedapen,Physics > Optics
propagation,hedatze,Technological Sciences > Environmental technology and engineering
propagation,hedapen; propagazio,Physics > Electro-magnetism
property,propietate,Mathematics > Analysis and functional analysis
property,propietate,Mathematics > Algebra
property,ibilgetu material,Economic Sciences > General economics
property,propietate,Medical Sciences > Pharmaceutical Technology
protective measure,babes-neurri,Medical Sciences > Medical diagnostic and Treatment Technology
protective measure,ekintza babestaile; neurri babesle,Technological Sciences > Environmental technology and engineering
protein complex,proteina-konplexu,Life sciences > Biochemistry and Molecular Biology
protein complex,konplexu proteiko,Life sciences > Cell biology
pulmonary embolism,biriketako enbolia,Medical Sciences > Pharmacology
pulmonary embolism,biriki enbolia,Medical Sciences > Pathology
pulse,pultsu,Technological Sciences > Telecommunications technology
pulse,pultsu,Physics > Electro-magnetism
pulse,pultsu,Physics > Aplied Physics
pulse,pultsu,Chemistry > Organic chemistry
pulse,bulkada,Life sciences > Animal Biology
pulse,pultsu,Medical Sciences > Pharmaceutical Technology
purge,purgatu,Technological Sciences > Chemical technology and engineering
purge,purga,Technological Sciences > Environmental technology and engineering
pyruvic acid,pirubato,Life sciences > Cell biology
pyruvic acid,azido pirubiko,Life sciences > Biochemistry and Molecular Biology
quality assurance,kalitate-ziurtapen,Medical Sciences > Nutritional sciences
quality assurance,kalitate-berme,Technological Sciences > Projects
quantile,kintil,Life sciences > Biochemistry and Molecular Biology
quantile,koantil,Mathematics > Statistics
quantity,kantitate,Technological Sciences > Instrumentation technology
quantity,magnitude,Physics > Mechanics
quantity,magnitude,Physics > General Physics specialities
